DATE,V2Tone,V2Organizations
20201107100000,"1.03550295857988,2.9585798816568,1.92307692307692,4.88165680473373,23.0769230769231,1.03550295857988,616","Tesco,383;Tesco,2406;Tesco,2634;Tesco,3129;Lloyds Banking Group,350"
20201107094500,"0.407331975560081,1.62932790224033,1.22199592668024,2.85132382892057,23.0142566191446,1.22199592668024,457","Lloyds Tsb,566;Bolton Council,763;Mcdonald,2700;Pack Horse Hotel,472"
20201107100000,"1.28022759601707,3.98293029871977,2.7027027027027,6.68563300142248,24.8933143669986,2.13371266002845,621","Tesco,2379;Melrose Industries,1827;Ocado,509;Capital Group,1908;Lloyds Banking Group,1850;Vodafone Group,1867"
20201118033000,"4.69613259668508,7.87292817679558,3.1767955801105,11.0497237569061,19.6132596685083,0.69060773480663,665","Enterprises Partnerships,688;Lloyds Banking Group,1868;Department For,1274"
20201117093000,"1.57618213660245,3.85288966725044,2.27670753064799,6.12959719789842,22.5919439579685,0.175131348511384,526","Netflix,1260;Disney,1269;Lloyds Bank United Kingdom Consumer Digital Index,1729"
20201116141500,"0.169491525423729,3.89830508474576,3.72881355932203,7.6271186440678,25.7627118644068,1.35593220338983,536","England At Lloyds Bank,145;Eastern Daily,3450;Lloyds Bank Commercial Banking,451;Lloyds Bank,145;Lloyds Bank,432;Lloyds Bank,1568"
20201116141500,"3.11750599520384,3.83693045563549,0.719424460431655,4.55635491606715,18.9448441247002,0.239808153477218,364","Cultural Centre In St Johns,1526;Lloyds Bank,1336;Community News,45"
20201117084500,"1.57618213660245,3.85288966725044,2.27670753064799,6.12959719789842,22.5919439579685,0.175131348511384,526","Netflix,1260;Disney,1269;Lloyds Bank United Kingdom Consumer Digital Index,1729"
20201109150000,"0.772200772200772,3.08880308880309,2.31660231660232,5.40540540540541,25.6113256113256,1.28700128700129,691","Pfizer,2812;Lloyds Banking Group,20;Nasdaq,918"
20201109143000,"0,2.28758169934641,2.28758169934641,4.57516339869281,26.1437908496732,0.816993464052288,549","Pfizer,2900;Lloyds Banking Group,108;Nasdaq,1006"
20201109153000,"1.81818181818182,1.81818181818182,0,1.81818181818182,25,1.36363636363636,207","Lloyds Bank,11;Lloyds Bank,80;Lloyds Bank,178;Lloyds Bank,414;Lloyds Bank,671;Lloyds Bank,1050"
20201109164500,"0,0.950118764845606,0.950118764845606,1.90023752969121,23.2779097387173,0.712589073634204,383","Google,1009;Glaxosmithkline,2029;Global Clean Energy,2061;Nasdaq,1050;Pfizer,19;Pfizer,1612;Pfizer,2406;Scottish Mortgage Investment,1966;Scottish Mortgage Investment,2382;International Consolidated Airlines,2142;International Consolidated Airlines,2285;Lloyds Banking Group,2317;Facebook,1020;Shell,1289;Shell,2489;Barclays,2459"
20201109194500,"-3.01724137931035,2.58620689655172,5.60344827586207,8.18965517241379,23.5632183908046,0.862068965517241,1252","Pfizer,1408;Morrisons,2097;Marks Spencer,1004;Advertising Association,1132;Advertising Association,1580;Advertising Association Warc Expenditure,1149;Lloyds Banking Group,964;John Lewis Partnership,941"
20201109190000,"-0.606060606060606,3.03030303030303,3.63636363636364,6.66666666666667,24.8484848484848,0,144","Lloyds Tsb,245"
20201119010000,"-1.33982947624848,2.19244823386114,3.53227771010962,5.72472594397077,22.6552984165652,0.365408038976857,769","Metro Bank,3631;Northern Rock,3076;Lloyds Banking Group,3909;Deloitte,2143;Barclays,3209"
20201118231500,"-2.07125103562552,2.98260149130075,5.05385252692626,8.03645401822701,21.0439105219553,1.40845070422535,929","Large Enterprises,1342;Large Enterprises,2832;Chapters,4779;Research Study,196;Research Study,1811;Research Study,4752;Research Findings,6221;Development Trends,116;Market Intelligence Consulting Private,6538;Market Intelligence Consulting Private,7401;Intelligence Consulting Private,6538;Intelligence Consulting Private,7401;Information Technology It Liability,1382;Information Technology It Liability,2663;Information Technology It Liability,5102;Sun Alliance,904;Sun Alliance,3190;Lloyds Banking Group,700;Lloyds Banking Group,2986"
20201118193000,"0.353356890459364,1.76678445229682,1.41342756183746,3.18021201413428,20.3180212014134,0.176678445229682,527","Canada Intact Financial Corporation,2239;Pfizer,181;Pfizer,361;Pfizer,908;Pfizer,1384;Compass Group,3004;British Land,2409;Lloyds Banking Group,2281;Dow Jones,1605"
20201118200000,"-1.19840213049268,1.99733688415446,3.19573901464714,5.1930758988016,20.5059920106525,0.266311584553928,698","English High Court,553;English High Court,1235;English High Court,1768;Lloyds Bank Plc Lloyds,931;Irish Court,3284;Lees V Lloyds Bank,575;Lees V Lloyds Bank,3896;Lees V Lloyds Bank,4044;Protection Commission,3257;Protection Commission,3657;Lees V Lloyds Bank Plc,4048;Nowak V Data Protection Commission,3657"
20201118180000,"0.341296928327645,1.70648464163823,1.36518771331058,3.07167235494881,20.6484641638225,0.511945392491468,547","Canada Intact Financial Corporation,2239;Pfizer,181;Pfizer,361;Pfizer,908;Pfizer,1384;Compass Group,3004;British Land,2409;Lloyds Banking Group,2281;Dow Jones,1605"
20201118180000,"0.343053173241853,1.71526586620926,1.37221269296741,3.08747855917667,20.5831903945111,0.514579759862779,545","Canada Intact Financial Corporation,2239;Pfizer,181;Pfizer,361;Pfizer,908;Pfizer,1384;Compass Group,3004;British Land,2409;Lloyds Banking Group,2281;Dow Jones,1605"
20201118183000,"2.4390243902439,3.44827586206897,1.00925147182506,4.45752733389403,24.8107653490328,1.26156433978133,1045","Wetherby Golf Club,2838;Lloyds Bank,6226"
20201118181500,"0,1.44927536231884,1.44927536231884,2.89855072463768,20.2898550724638,0.181159420289855,512","Canada Intact Financial Corporation,2239;Pfizer,181;Pfizer,361;Pfizer,908;Pfizer,1384;Compass Group,3004;British Land,2409;Lloyds Banking Group,2281;Dow Jones,1605"
20201118190000,"0,1.45454545454545,1.45454545454545,2.90909090909091,20.3636363636364,0.181818181818182,512","Canada Intact Financial Corporation,2239;Pfizer,181;Pfizer,361;Pfizer,908;Pfizer,1384;Compass Group,3004;British Land,2409;Lloyds Banking Group,2281;Dow Jones,1605"
20201118171500,"-0.136054421768708,2.99319727891156,3.12925170068027,6.12244897959184,26.9387755102041,1.63265306122449,657","Lloyds Bank,52;Lloyds Bank,110;Lloyds Bank,461;Lloyds Bank,1335;Lloyds Bank,1696;Lloyds Bank,1847;Lloyds Bank,2201;Lloyds Bank,2458;Lloyds Bank,2643;Lloyds Bank,2819"
20201118164500,"1.38613861386139,3.36633663366337,1.98019801980198,5.34653465346535,25.7425742574257,1.78217821782178,448","Lloyds Bank,1797;Woodland Trust Big Climate Fightback,211"
20201118161500,"0.833333333333333,3.75,2.91666666666667,6.66666666666667,24.375,1.5625,902","Carbon Energy Generation,4127;United Communities Housing Association,1158;Head Of Sustainability At Lloyds Banking Group,3690;Lloyds Banking Group Ambassador For The South,5083;University Of The,1776;Group Big Conversation,375;Lloyds Banking Group,243;Lloyds Banking Group,3690;Lloyds Banking Group,5058;Federation For Small Businesses,2663"
20201118144500,"3.71134020618557,3.91752577319588,0.206185567010309,4.12371134020619,18.7628865979381,1.03092783505155,394","Mckinsey Co,1432;Mckinsey Co,2153;Lloyds Banking Group,1666;Intesa Sanpaolo Group,1999;Natwest,2085"
20201118144500,"-3.41463414634146,1.21951219512195,4.63414634146341,5.85365853658537,26.5853658536585,1.21951219512195,368","Dc Thomson,33;Lloyds Banking Group,134"
20201118154500,"-6.92307692307692,1.53846153846154,8.46153846153846,10,27.6923076923077,0.769230769230769,116","Lloyds Banking Group,20"
20201001120000,"-2.32300884955752,0.608407079646018,2.93141592920354,3.53982300884956,15.929203539823,0.663716814159292,1281","Easyjet,9043;Marks Spencer,5877;Marks Spencer,6820;Pret A Manger,5637;Pret A Manger,7482;Debenhams,6071;Debenhams,8984;Debenhams,9873;Burger King,89;Burger King,352;Burger King,1348;Burger King,5235;Burger King,7359;River Island,5950;Op Bank,4762;Airbus,7769;Lloyds Bank,5491;Pizza Hut,5524;Tesco,2542;Ocado,2988;Selfridges,6632;Restaurant Group,8550;Topshop,7672;Smiths Group,7841;Royal Mail,7886;Eurostar,7234;Intercontinental Hotels,6028;Morrisons,1991;Morrisons,2055;Morrisons,2656;Morrisons,4344;M Co,6222;Ryanair,9584;Waitrose,5397;Aer Lingus,8095;Johnson Matthey,8439;British Airways,9718;Azzurri Group,6865;Alexander Dennis,5807;Burberry,6975;Dining Group,7537;Pizza Express,6367;Barclays,4910;Centrica,8475;Harrods,7703;Victoria Secret,8769;Natwest,4899;Natwest,5981;Ovo Energy,9278;Bombardier,5841;Bombardier,8400"
20201001121500,"5.61282932416953,6.75830469644903,1.1454753722795,7.90378006872852,21.6494845360825,0.916380297823597,784","Private Banking,1821;Artesian Solutions,34;Artesian Solutions,3232;Lloyds Banking Group,160;Lloyds Banking Group,4689;Schroders,109;Schroders,287;Schroders,518;Schroders,871;Schroders,1458;Schroders,3044;Schroders,4597;Schroders,4625;Schroders,4701;Business Development,1175;Business Development,5481"
20201001121500,"-1.08827085852479,2.78113663845224,3.86940749697703,6.65054413542926,25.8766626360339,1.20918984280532,735","Head Of Investment Research,2426;Sterling,14;Sterling,491;Sterling,674;Sterling,3304;International Money Transfer Provider Of The Year,3925;Ernst Young,1217;Credit Suisse,1385;Bdswiss Group,2443;Lloyds Bank,3502"
20201001110000,"5.788876276958,6.92395005675369,1.13507377979569,8.05902383654938,21.4528944381385,0.908059023836549,794","Private Banking,1905;Artesian Solutions,34;Artesian Solutions,3316;Lloyds Banking Group,160;Lloyds Banking Group,4773;Schroders,109;Schroders,287;Schroders,518;Schroders,812;Schroders,854;Schroders,955;Schroders,1542;Schroders,3128;Schroders,4681;Schroders,4709;Schroders,4785;Business Development,1259;Business Development,5565"
20201001114500,"-2.30642504118616,0.604063701263042,2.9104887424492,3.51455244371225,16.1449752883031,0.549148819330038,1297","Easyjet,9163;Marks Spencer,5997;Marks Spencer,6940;Pret A Manger,5757;Pret A Manger,7602;Debenhams,6191;Debenhams,9104;Debenhams,9993;Burger King,104;Burger King,359;Burger King,638;Burger King,1634;Burger King,5355;Burger King,7479;River Island,6070;Op Bank,4866;Airbus,7889;Lloyds Bank,5611;Pizza Hut,5644;Tesco,2646;Ocado,3092;Selfridges,6752;Restaurant Group,8670;Topshop,7792;Smiths Group,7961;Royal Mail,8006;Eurostar,7354;Intercontinental Hotels,6148;Morrisons,2095;Morrisons,2159;Morrisons,2760;Morrisons,4448;M Co,6342;Ryanair,9704;Waitrose,5517;Aer Lingus,8215;Johnson Matthey,8559;British Airways,9838;Azzurri Group,6985;Alexander Dennis,5927;Burberry,7095;Dining Group,7657;Pizza Express,6487;Barclays,5030;Centrica,8595;Harrods,7823;Victoria Secret,8889;Natwest,5019;Natwest,6101;Ovo Energy,9398;Bombardier,5961;Bombardier,8520"
20201118121500,"-6.66666666666667,0.952380952380952,7.61904761904762,8.57142857142857,28.5714285714286,0,93","Lloyds Banking Group,21;Reuters,618"
20201118123000,"-5.80645161290323,1.93548387096774,7.74193548387097,9.67741935483871,25.8064516129032,1.29032258064516,143","Thomson Reuters Trust Principles,968;Lloyds Banking Group,85;Reuters,10;Reuters,62;Reuters,951"
20201118124500,"1.25,3.02083333333333,1.77083333333333,4.79166666666667,18.4375,2.29166666666667,899","Lloyds Banking Group,220;United States,4850"
20201002111500,"7.98362333674514,8.2906857727738,0.307062436028659,8.59774820880246,22.4155578300921,0.102354145342886,863","Associated British Foods,5727;Rentokil Initial,2770;Deloitte,4371;Deloitte,5621;I Group,3861;City Football Group,5661;Mccoll Retail Group,3588;Dechra Pharmaceuticals,4983;Coats Group,5135;Coats Group,6667;Morgan Sindall Group,3692;Puma Energy,1674;Puma Energy,3947;Puma Energy,6579;Cancer Research United Kingdom,4281;Howden Joinery Group,3385;Royal Bank,6102;Olam International,4030;Halfords Group,4862;Ceres Power Holdings,2494;Addison Group,2177;Addison Group,2961;Addison Group,4564;Addison Group,4684;Addison Group,5155;Conran Design Group,2708;Conran Design Group,4303;Conran Design Group,5753;Conran Design Group,5838;Hotel Chocolat,3535;Sberbank,5395;Lloyds Banking Group,2818;Lloyds Banking Group,5901;Nn Group,4134;Barclays,4489;Intercontinental Hotels Group,2161;Intercontinental Hotels Group,4668;Intercontinental Hotels Group,6039;Intercontinental Hotels Group,6450;Breedon Group,3812;Redleaf Communications,6508;Holdings Ltd,6483;Financial Conduct Authority,1157;Ocado Group,4809;Compass Group,5959;Zebra Corporate Communications,4780;Zebra Corporate Communications,5428;Zebra Corporate Communications,5529;Clinigen Group,6151;Evraz,4743;Alumasc Group,3752;Hikma Pharmaceuticals,2878;Burberry Group,2094;Adecco Group,4088;Adecco Group,5456"
20201002111500,"1.28928283642224,4.43190975020145,3.14262691377921,7.57453666398066,20.870265914585,1.77276390008058,1105","Arts Council England,718;Arts Council England,1032;Arts Council,710;Arts Council,1024;Arts Council,1421;Arts Council,4771;Southbank Centre,67;Southbank Centre,5148;Southbank Centre,5512;Southbank Centre,6311;Cultural Recovery Fund,6936;Group United Kingdom,2320;Lloyds Bank,2705"
20201002084500,"-0.0925925925925923,1.75925925925926,1.85185185185185,3.61111111111111,26.2962962962963,2.31481481481481,998","Mastercard,4491;Lloyds Bank,2730;Lloyds Bank,3018;Barclays,3225"
20201002090000,"-0.516795865633076,4.00516795865633,4.52196382428941,8.52713178294574,24.8062015503876,0.387596899224806,692","National Grid,4387;Bt Group,995;Somero Enterprises,3764;Hipgnosis Songs Fund,3895;Lloyds Banking Group,2702;International Biotechnology,38;Nasdaq,3558"
20201002113000,"1.01626016260163,1.82926829268293,0.813008130081301,2.64227642276423,24.7967479674797,1.82926829268293,461","Jp Morgan,1540;Central Bank,925;Central Bank,1065;Financial Conduct Authority,340;Lloyds Bank,1452"
20201002113000,"1.77276390008058,2.01450443190975,0.24174053182917,2.25624496373892,22.9653505237712,0.56406124093473,1062","Metro Bank,4291;Metro Bank,4995;Barclays Bank,2100;Barclays Bank,2840;Barclays Bank,2924;Barclays Bank,3347;Barclays Bank,3481;Al Rayan Bank,4377;Al Rayan Bank,5252;Al Rayan Bank,5633;Leeds Building Society,771;Natwest,2879;Natwest,3806;Nationwide Building Society,637;Nationwide Building Society,4235;Nationwide Building Society,4549;Nationwide Building Society,4762;Nationwide Building Society,4932;Darlington Building Society,667;Newcastle Building Society,261;Cumberland Building Society,697;Club Lloyds,2033;Club Lloyds,2554;Lloyds Bank,1284;Lloyds Bank,1367;Lloyds Bank,1515;Lloyds Bank,2414;Barclays,827;Barclays,1324;Barclays,2095;Barclays,2835;Barclays,2919;Barclays,3342;Barclays,3476;Building Society,261;Building Society,637;Building Society,667;Building Society,697;Building Society,771;Building Society,816;Building Society,4235;Building Society,4549;Building Society,4762;Building Society,4932"
20201002120000,"-3.36927223719677,2.2911051212938,5.66037735849057,7.95148247978437,21.9676549865229,0.134770889487871,667","Lloyds Banking Group,2278;Authority Esma,3155;Moody,125;Moody,420;Moody,817;Moody,2420;Moody,3005;Moody,3592;Moody,4352;Federal Reserve,2710"
20201002101500,"0.99009900990099,3.86138613861386,2.87128712871287,6.73267326732673,25.5445544554455,1.78217821782178,934","Wales Police,1038;Lloyds Bank Home,383;Lloyds Bank Home,3087;Lloyds Bank Home,5123;Lee Bank,3922;Lloyds Bank Home Insurance,393;Lloyds Bank Home Insurance,3097;Lloyds Bank Home Insurance,5133"
20201002100000,"-1.85714285714286,1.28571428571429,3.14285714285714,4.42857142857143,20.2857142857143,0.285714285714286,654","Bank Lloyds,1747;Central Bank,2946;Barclays,484;Barclays,644;Barclays,2260;Natwest,2474"
20201004151500,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201001213000,"-2.22602739726027,2.99657534246575,5.22260273972603,8.21917808219178,21.4041095890411,1.28424657534247,903","Large Enterprises,1351;Large Enterprises,2859;Chapters,4812;Research Study,205;Research Study,1820;Research Study,4785;Research Findings,6254;Development Trends,125;Intelligence Consulting Private,6580;Information Technology It Liability,1391;Information Technology It Liability,2690;Information Technology It Liability,5135;Sun Alliance,913;Sun Alliance,3223;Lloyds Banking Group,709;Lloyds Banking Group,3019"
20201002170000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002170000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002170000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002170000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002170000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002163000,"-2.5974025974026,2.16450216450216,4.76190476190476,6.92640692640693,22.0779220779221,0.108225108225108,840","Trustee Savings Bank,1160;European Commission,1662;Natwest,937;Natwest,3688;Cooperative Bank,927;University Of Kent,180;Jp Morgan,979;Lloyds Tsb,1379;Lloyds Bank,1328;Barclays,3669"
20201002163000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002163000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002164500,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002160000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002160000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002160000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002160000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002161500,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002161500,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002154500,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002154500,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002154500,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002153000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002153000,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002151500,"-2.55009107468124,1.63934426229508,4.18943533697632,5.8287795992714,20.4007285974499,1.45719489981785,509","Lloyds Bank Foundation,2294;Charity Commission,87;Charity Commission,1207;Charity Commission,1847;Charity Commission,2015;Charity Commission,2744;A Charity Commission,2744"
20201002151500,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201002151500,"-2.9082774049217,2.01342281879195,4.92170022371365,6.93512304250559,22.4832214765101,0.111856823266219,817","Trustee Savings Bank,971;European Commission,1461;Natwest,748;Natwest,3487;Tsb Bank,8;Cooperative Bank,738;Jp Morgan,790;Lloyds Tsb,1190;Lloyds Bank,1139;Barclays,3468"
20201005153000,"0.578034682080925,1.15606936416185,0.578034682080925,1.73410404624277,20.2312138728324,0,157","American Express Bank London,1147;Ceylon United Kingdom Ltd,1012;Lloyds Bank London,1184"
20201006153000,"-1.14613180515759,1.79083094555874,2.93696275071633,4.72779369627507,26.432664756447,1.21776504297994,1271","Network Homes,2837;Railway St,1564;Chase New Homes Ltd,3783;Lloyds Bank,1509"
20201006154500,"0.37037037037037,4.44444444444444,4.07407407407407,8.51851851851852,26.2962962962963,2.22222222222222,250","Britannia Building Society,969;Lloyds Bank,1334"
20201006161500,"-1.8641810918775,1.99733688415446,3.86151797603196,5.85885486018642,22.237017310253,0.532623169107856,685","Institute Of Procurement Supply,376;Lloyds Bank,2234;Federation Of Master Builders,4068"
20201006170000,"-3.03738317757009,2.33644859813084,5.37383177570093,7.71028037383178,23.1308411214953,1.86915887850467,412","Lloyds Bank,2462;Natwest,2542"
20201006191500,"0.276497695852535,1.65898617511521,1.38248847926267,3.04147465437788,29.2165898617512,0.645161290322581,965","While Lloyds Bank,3842;Building Society,3643;Building Society,3813;Nationwide Building Society,3643;Nationwide Building Society,3813"
20201006193000,"-3.83795309168443,1.06609808102345,4.90405117270789,5.97014925373134,23.6673773987207,1.06609808102345,449","Clydesdale Bank,281;Clydesdale Bank,578;Lloyds Banking Group,2737"
20201003000000,"3.39256865912763,4.36187399030695,0.969305331179321,5.33117932148627,22.2940226171244,1.2924071082391,556","Mastercard,689;Mastercard,903;Mastercard,1128;Mitsui Co,1418;Visa,676;Visa,890;Visa,1115;Itochu,1320;Microsoft,1236;Berkshire Hathaway,1224;Pushpay Holdings Ltd,1968;Mitsubishi,1333;Intercontinental Exchange,1369;Facebook,1203;Schroders,1441;Capital Investments Ltd,149;Lloyds Banking,1386;Us Bancorp,1406;Jp Morgan Chase,1302"
20201002230000,"-1.34146341463415,1.95121951219512,3.29268292682927,5.24390243902439,21.0975609756098,0.365853658536585,763","Tesco,590;Tesco,2110;Tesco,2811;Competition Commission,190;Competition Commission,774;Competition Commission,952;Competition Commission,1839;Marks Spencer,606;Pret A Manger,3065;Lloyds Bank,1221"
20201002220000,"-1.34146341463415,1.95121951219512,3.29268292682927,5.24390243902439,21.0975609756098,0.365853658536585,763","Tesco,590;Tesco,2110;Tesco,2811;Competition Commission,190;Competition Commission,774;Competition Commission,952;Competition Commission,1839;Marks Spencer,606;Pret A Manger,3065;Lloyds Bank,1221"
20201005203000,"-2.71790065604499,3.28022492970947,5.99812558575445,9.27835051546392,19.0253045923149,0.749765698219306,1008","International Financial Conference,335;International Financial Conference,3848;International Financial Conference,3924;Lloyds Bank,2648;British Labour Party,1872;University Of Canberra,6774;Australian Labor Party,2228"
20201004221500,"0.54421768707483,3.06122448979592,2.51700680272109,5.57823129251701,25.2380952380952,1.63265306122449,1338","Football League,2422;Lloyds Bank,6888;Everton Holiday Club,2239;Everton Holiday Club,2819"
20201005083000,"2.96010296010296,3.86100386100386,0.900900900900901,4.76190476190476,20.3346203346203,1.02960102960103,648","Google,1674;Lloyds Banking Group,1810;Lloyds Banking Group,3802;Lloyds Banking Group,4100"
20201005071500,"-2.13454075032342,1.39068564036222,3.52522639068564,4.91591203104787,20.3428201811125,0.74385510996119,2483","Easyjet,16516;Marks Spencer,13350;Marks Spencer,14293;Pret A Manger,12405;Pret A Manger,13110;Pret A Manger,14955;Debenhams,13544;Debenhams,16457;Debenhams,17346;Burger King,14832;River Island,13423;Cineworld Group,2923;Cineworld Group,3125;Cineworld Group,3262;Airbus,15242;Lloyds Bank,12964;Pizza Hut,12997;Selfridges,14105;Restaurant Group,16023;Topshop,15145;Smiths Group,15314;Eurostar,14707;Royal Mail,15359;Intercontinental Hotels,13501;Department For Digital,9039;M Co,13695;Ryanair,17057;Waitrose,12870;Aer Lingus,15568;Twitter,1599;Twitter,1825;Twitter,2062;Twitter,2172;Twitter,2231;Twitter,2344;Twitter,2453;Twitter,11351;British Film Institute,6712;Johnson Matthey,15912;British Airways,17191;Azzurri Group,14338;Alexander Dennis,13280;Burberry,14448;Dining Group,15010;Pizza Express,13840;Centrica,15948;Union Bectu,5780;Cineworld Action Group,2486;Harrods,15176;Victoria Secret,16242;Natwest,13454;Ovo Energy,16751;Bombardier,13314;Bombardier,15873;Disney,5281;Disney,5385"
