DATE,V2Tone,V2Organizations
20201008114500,"2.00892857142857,4.01785714285714,2.00892857142857,6.02678571428571,20.5357142857143,0.223214285714286,402","Exmoor National Park,388;Lloyds Bank,2014"
20201008114500,"-1.12676056338028,2.3943661971831,3.52112676056338,5.91549295774648,25.2112676056338,0.563380281690141,664","Linkedin,4519;Facebook,4508;Lloyds Banking Group,1755;Lloyds Banking Group,2088;Natwest Group,1732;Opinium Research,3939"
20201008120000,"-2.12389380530973,2.12389380530973,4.24778761061947,6.3716814159292,28.4955752212389,0.353982300884956,531","Thomson Reuters Trust Principles,3308;Department Of Health,2674;Lloyds Banking Group,287;Financial Conduct Authority,657;Barclays,2590;Reuters,30;Reuters,2143;Reuters,3291"
20201008113000,"2.97265160523187,4.16171224732461,1.18906064209275,5.35077288941736,24.9702734839477,2.73483947681332,795","Lloyds Banking Group,4500"
20201008124500,"-2.34741784037559,1.87793427230047,4.22535211267606,6.10328638497653,28.7949921752739,0.469483568075117,600","A Department Of Health,2848;Lloyds Banking Group,478;Financial Conduct Authority,841;Barclays,2766;Reuters,221;Reuters,2319"
20201008131500,"-2.13143872113677,1.9538188277087,4.08525754884547,6.03907637655417,28.7744227353464,0.532859680284192,529","A Department Of Health,2398;Lloyds Banking Group,20;Financial Conduct Authority,383;Barclays,2316;Reuters,1869"
20201008164500,"-1.38888888888889,3.24074074074074,4.62962962962963,7.87037037037037,25.6944444444444,0.694444444444444,382","Lloyds Banking Group,469;Restaurant Group,20"
20201010080000,"0.535045478865704,3.74531835205993,3.21027287319422,6.95559122525415,24.6120920278224,0.963081861958266,1730","Paragon Bank,1676;Marcus Bank,437;National Savings,601;Lloyds Banking Group,2068;Financial Services Compensation Scheme,1303;Barclays,2182;Office For National Statistics,2498"
20201010070000,"-2.70114942528736,1.60919540229885,4.31034482758621,5.91954022988506,24.6551724137931,0.459770114942529,1559","Federation Of Small Businesses,3519;Cabinet Office,8509;National Audit Office,5555;British Business Bank,6246;Lloyds Bank,3885;Lloyds Bank,4003;Lloyds Bank,4690;Lloyds Bank,6515;Barclays,1279;Barclays,1576;Barclays,2096;Barclays,6494;Natwest,1347;Natwest,1491;Natwest,3135;Natwest,3308;Natwest,6537"
20201011001500,"0,3.90625,3.90625,7.8125,25,0,116","Lloyds Banking Group,313;Barclays,290;Natwest,323"
20201011020000,"0.856531049250536,2.24839400428266,1.39186295503212,3.64025695931478,24.2505353319058,1.76659528907923,1709","Red Church,1333;Red Church,2242;Red Church,3319;Red Church,3547;Red Church,3889;Red Church,4436;Red Church,6345;Red Church,8339;Red Church,8793;Red Church,9439;Lloyds Bank,1276;Natwest,1142;Natwest,2181"
20201013110000,"-2.89156626506024,0.481927710843374,3.37349397590361,3.85542168674699,19.5180722891566,0,379","Tesco,2220;Vodafone,2134;Astrazeneca,1672;British Retail Consortium,1207;Reckitt Benckiser Group,1722;Lloyds Banking Group,1559;Barclays,1619;Office For National Statistics,938;Royal Bank,1589"
20201013140000,"0.529100529100529,2.11640211640212,1.58730158730159,3.7037037037037,21.6931216931217,0,161","York Association Of Anglers,830;St Gile Church,927;Lloyds Bank,640"
20201013133000,"-1.17493472584856,1.95822454308094,3.1331592689295,5.09138381201044,26.5013054830287,2.48041775456919,684","Lloyds Banking Group,20"
20201013130000,"-2.49687890137328,4.11985018726592,6.6167290886392,10.7365792759051,27.9650436953808,0.998751560549313,738","Gambling Commission Strategy,2623;Gambling Commission,2614;Gambling Commission,4050;Mental Health Policy Institute,54;Mental Health Policy Institute,4637;National Audit Office,3317;Public Accounts Committee,3345;Market Foundation,3451;National Strategy To Reduce Gambling Harms,2516;Party Parliamentary Group For Gambling,3202;Lloyds Bank,538;Barclays,514"
20201013130000,"-4.3360433604336,0.2710027100271,4.6070460704607,4.8780487804878,20.3252032520325,0,313","Cruden Group,864;Lloyds Bank,483;Cruden Property Services,906"
20201011183000,"-2.05799812909261,1.59027128157156,3.64826941066417,5.23854069223573,19.5509822263798,0.0935453695042095,1024","Hotel Spaniard,356;Hotel Spaniard,2373;Group Iberostar,919;Hotel Mallorca,674;Lloyds Bank,4531;Royal Bank,4459;United States,2932"
20201012164500,"-3.1055900621118,0,3.1055900621118,3.1055900621118,32.2981366459627,3.72670807453416,145","Thames Valley Police,344;Lloyds Bank,154"
20201012171500,"1.82648401826484,2.28310502283105,0.45662100456621,2.73972602739726,15.9817351598174,2.73972602739726,203","Lloyds Banking Group,727;Natwest Group,743"
20201012200000,"-1.65816326530612,2.4234693877551,4.08163265306122,6.50510204081633,26.4030612244898,0.38265306122449,717","Credit Agricole,2901;Sterling,14;Sterling,268;Sterling,2407;Sterling,2848;Sterling,3162;Sterling,4265;International Money Transfer Provider Of The Year,3660;Lloyds Bank,3317"
20201012100000,"1.18715083798883,1.74581005586592,0.558659217877095,2.30446927374302,25.0698324022346,0.488826815642458,1327","Lloyds Bank,811;Natwest,1629;Barclays,8203;National Savings Investments,2218"
20201012080000,"1.18715083798883,1.74581005586592,0.558659217877095,2.30446927374302,25.0698324022346,0.488826815642458,1327","Lloyds Bank,811;Natwest,1629;Barclays,8202;National Savings Investments,2218"
20201012080000,"0.159744408945687,3.35463258785942,3.19488817891374,6.54952076677316,26.038338658147,1.11821086261981,560","Unilever,753;Unilever,820;Unilever,1010;Lloyds Banking Group,43"
20201011090000,"1.28617363344051,4.01929260450161,2.73311897106109,6.7524115755627,23.9549839228296,0.803858520900322,571","Lloyds Bank,2075"
20201010190000,"1.2987012987013,2.85714285714286,1.55844155844156,4.41558441558442,27.2727272727273,0,362","Welsh Highland Heritage Railway,819;Knotty Coach,2263;Lloyds Bank,1831"
20201010230000,"-0.203252032520325,2.64227642276423,2.84552845528455,5.48780487804878,20.5284552845528,0,461","Lloyds Open Forum,1758;Sri Lanka Ports Authority,2608;Porto Emporios Shipping Inc,430;International Convention Salvage,1875;Singapore Pte Ltd,356;Singapore Pte Ltd,2152;Marine Environment Protection Authority,1531"
20201013123000,"-2.88878189696678,1.2518054886856,4.14058738565238,5.39239287433799,19.1141068849302,3.37024554646124,1463","Easyjet,10061;Marks Spencer,6892;Marks Spencer,7835;Pret A Manger,6652;Pret A Manger,8499;Debenhams,7086;Debenhams,10002;Debenhams,10891;Burger King,8376;River Island,6965;Airbus,8786;Lloyds Bank,6506;Pizza Hut,6539;Selfridges,7647;Restaurant Group,9568;Topshop,8689;Smiths Group,8858;Manchester Airport Group,5907;Royal Mail,8904;Eurostar,8251;Intercontinental Hotels,7043;M Co,7237;Ryanair,10602;Waitrose,6412;Aer Lingus,9113;Johnson Matthey,9457;British Airways,10736;Azzurri Group,7880;Alexander Dennis,6822;Greene King,5942;Burberry,7990;Dining Group,8554;Pizza Express,7382;Shell,6130;Centrica,9493;Harrods,8720;Victoria Secret,9787;Natwest,6996;Ovo Energy,10296;Bombardier,6856;Bombardier,9418"
20201013121500,"-7.96019900497512,0.995024875621891,8.95522388059701,9.95024875621891,27.8606965174129,0,179","Lloyds Bank,881;Companies House,311"
20201011141500,"5.37634408602151,6.45161290322581,1.0752688172043,7.52688172043011,21.505376344086,4.3010752688172,81","Community Savings Jersey,24;Lloyds Bank Foundation,309"
20201014100000,"-4.02470984649944,1.40396855110446,5.42867839760389,6.83264694870835,19.0752527143392,0.168476226132535,4559","Easyjet,19051;Marks Spencer,15884;Marks Spencer,16827;Pret A Manger,15644;Pret A Manger,17489;Debenhams,16078;Debenhams,18992;Debenhams,19881;Burger King,17366;River Island,15957;Airbus,17776;Lloyds Bank,15498;Pizza Hut,15531;Office Of National Statistics,12532;Confederation Of British Industry,23639;Selfridges,16639;Restaurant Group,18558;Topshop,17679;Smiths Group,17848;Exxonmobil,28009;Exxonmobil,28151;Exxonmobil,28551;Exxonmobil,28958;Exxonmobil,29199;Exxonmobil,29735;Royal Mail,17894;Eurostar,17241;Intercontinental Hotels,16035;Institute Of Directors,21389;Office For National Statistics,13011;Office For National Statistics,13665;Office For National Statistics,20332;M Co,16229;Ryanair,19592;International Monetary Fund,9142;International Monetary Fund,25666;Aer Lingus,18103;Waitrose,15404;British Airways,19726;Johnson Matthey,18447;Alexander Dennis,15814;Azzurri Group,16872;Health Services,920;Health Services,4339;Burberry,16982;Dining Group,17544;Pizza Express,16374;Yougov,504;Yougov,2339;Yougov,2591;Yougov,2861;Yougov,3742;Yougov,4117;Yougov,7007;Centrica,18483;Harrods,17710;Victoria Secret,18777;Natwest,15988;Ovo Energy,19286;Bombardier,15848;Bombardier,18408;Joseph Rowntree Foundation,25081"
20201014101500,"0.48,1.28,0.8,2.08,20,0,550","Pension Insurance Corporation,197;Pension Insurance Corporation,616;Commission Delegated Regulation,500;Financial Services,2785;Lloyds Bank,1058;United States,100"
20201013184500,"-3.52348993288591,1.34228187919463,4.86577181208054,6.20805369127517,18.9597315436242,0.503355704697987,552","Tesco,1845;Tesco,3126;Morrisons,1857;Experian,3095;British Land,3236;Scottish Mortgage Investment,3030;French Connection,2040;Lloyds Group,3274;Dow Jones,1668;Office For National Statistics,241"
20201013184500,"-3.68217054263566,1.16279069767442,4.84496124031008,6.0077519379845,14.922480620155,0,449","Renault,2169;Airbus Group,2055;Peugeot,2195;Credit Agricole,2026;Lufthansa,1845;Jp Morgan,2142;Lloyds Banking Group,1190;Natwest Group,1266;Thyssenkrupp,1814;Barclays,1299;British Land Company,1167;Royce Holdings,1131;Tesco,1719;Infineon Technologies,1881;Experian,1711;Allianz,1891;Veolia,2152;Fresenius,1857;British Retail Consortium,3064;French Connection Group,1429;Johnson Johnson,315"
20201013190000,"-3.52941176470588,1.34453781512605,4.87394957983193,6.21848739495798,18.9915966386555,0.504201680672269,550","Tesco,1844;Tesco,3125;Morrisons,1856;Experian,3094;British Land,3235;Scottish Mortgage Investment,3029;French Connection,2039;Lloyds Group,3273;Dow Jones,1667;Office For National Statistics,240"
20201013190000,"-3.82165605095541,1.27388535031847,5.09554140127389,6.36942675159236,18.7898089171975,0.636942675159236,576","Tesco,2039;Tesco,3320;Morrisons,2051;Experian,3289;British Land,3430;Scottish Mortgage Investment,3224;French Connection,2234;Lloyds Group,3468;Dow Jones,1862;Office For National Statistics,240"
20201013183000,"-3.01109350237718,1.58478605388273,4.5958795562599,6.18066561014263,19.3343898573693,0.792393026941363,585","Tesco,1844;Tesco,3125;Morrisons,1856;Experian,3094;British Land,3235;Scottish Mortgage Investment,3029;French Connection,2039;Lloyds Group,3273;Dow Jones,1667;Office For National Statistics,240"
20201013190000,"-0.909090909090909,1.81818181818182,2.72727272727273,4.54545454545455,17.2727272727273,0,103","British Land,542;Scottish Mortgage Investment,207;Lloyds Banking Group,619;Experian,323"
20201012210000,"4.90018148820327,6.71506352087114,1.81488203266788,8.52994555353902,18.3303085299456,0.0907441016333938,1076","Google,3595;Mullenlowe Group,3076;British Council,2399;Royal Navy,6170;Royal Navy,6301;Facebook,3911;Barclays,564;Lloyds Bank,5852;Lloyds Bank,5914;Effectiveness Network Of The Year,3057;Diageo,3437;Diageo,3457;Diageo,3800;Diageo,4061;Diageo,4081;Diageo,4239;Diageo,4259;Diageo,4346;Diageo,4640;Diageo,4864;Diageo,4874;Tesco,143;Tesco,324;Tesco,639;Tesco,699;Tesco,1041;Tesco,1167;Tesco,1390;Tesco,1611;Tesco,1738;Tesco,1920;Tesco,2128;Tesco,2412;Tesco,2504;Tesco,2932;Tesco,3004;Tesco,4517;Tesco,4589;Campaign Against Living,6396;Sickkids Sick Kids Foundation,3311;Sickkids Sick Kids Foundation,5164;Effectiveness Company Of The Year,3112;Lloyds Bank Lloyds Banking Group,5873;Heineken,5628;Heineken,5644;Heineken,5692;Tim Broadbent Prize For Best International,3575;Deadline Financial Conduct Authority,6095"
20201013093000,"2.7,4.3,1.6,5.9,21.7,1.6,932","Waitrose,4411;Scottish Widows Investment Partnership,4862;Mandarin Oriental,365;Mandarin Oriental,1608;Lore Group,298;Lore Group,606;Lore Group,940;Lore Group,2601;Royal Mail,5186;British Arab Commercial Bank,3648;Lloyds Banking Group,4814;Kingston University,2896;John Lewis Partnership,4329;Scott Group,5045;Scott Group,5551"
20201013100000,"2.72108843537415,2.72108843537415,0,2.72108843537415,23.1292517006803,0,120","Commonwealth Bank,254;Lloyds Banking Group,223;Barclays,234;Wells Fargo,287"
20201013080000,"3.14547837483617,3.80078636959371,0.655307994757536,4.45609436435125,20.1834862385321,0.262123197903014,653","Canaccord Genuity Limited Nominated Adviser,3955;Gartner,1363;Lloyds Banking Group,4544;Building Society,4580;Nationwide Building Society,4580"
20201013213000,"-3.1657355679702,1.48975791433892,4.65549348230912,6.14525139664804,19.5530726256983,0.37243947858473,491","Tesco,1477;Tesco,2742;Morrisons,1489;Experian,2711;British Land,2852;Scottish Mortgage Investment,2646;French Connection,1672;Lloyds Group,2890;Dow Jones,1300"
20201014153000,"-7.5,2.4,9.9,12.3,25,2.5,897","Home Office,5052;Child Maintenance Service,2326;Lloyds Banking Group,4233;Cooperative Bank,860"
20201014154500,"4.54176804541768,6.56934306569343,2.02757502027575,8.59691808596918,20.8434712084347,1.37875101378751,1146","Digital Skills Partnership,479;Digital Skills Partnership,3524;World Bank,3354;Microsoft,4867;Royce Digital Academy,4324;Impactful Workplace Digital Literacy Program,2735;A Digital Skills Partnership,479;World Economic Forum,3341;Lloyds Bank,113"
20201014154500,"-1.59045725646123,1.19284294234592,2.78330019880716,3.97614314115308,24.0556660039761,1.19284294234592,463","Lloyds Banking Group,2684;Shell,2712;Barclays,2661;Exchange Traded Products,2510"
20201014161500,"2.5062656641604,5.26315789473684,2.75689223057644,8.02005012531328,20.8020050125313,0.75187969924812,369","Starbucks,2302;Tesco,382;Lloyds Bank Mediacom,304;Advertising Association,584;Marketing Society,536;Royal Navy Engine,339;Lloyds Bank,295;Lloyds Bank,2033"
20201014150000,"-0.910010111223458,3.33670374115268,4.24671385237614,7.58341759352882,21.0313447927199,0.808897876643074,908","Aston University,6150;Aston University,6283;Aston University,6350;Lloyds Banking Group Centre For Business Prosperity,6257;Reuters,6481"
20201007184500,"-0.428571428571428,1.57142857142857,2,3.57142857142857,17.5714285714286,0.285714285714286,614","Renault,2559;Easyjet,2172;Bt Group,2190;Rio Tinto,1915;Kingfisher,1877;Deutsche Post,2686;Glencore,1864;Lufthansa,2942;Thyssenkrupp,3026;Volkswagen,2955;Lloyds Bank,3871;House Senate,858;British Land Company,2245;Tesco,2291;Infineon Technologies,2773;Deutsche Telekom,3077;Dollars For Airline Payroll,925;Allianz,3099;Ocado Group,1903;Fresenius,3089;Antofagasta,1955;Bmw,2805;Daimler,2783"
20201007204500,"-1.12359550561798,1.12359550561798,2.24719101123596,3.37078651685393,23.5955056179775,0,77","Alliance News,506;Lloyds Banking Group,368"
20201007211500,"0.106157112526539,2.54777070063694,2.4416135881104,4.98938428874735,28.8747346072187,0.212314225053079,893","Hilltop Holdings Inc,89;Plainscapital Bank,208;Hilltop Securities Holdings,343;National Lloyds Corporation,488"
20201012174500,"5.96491228070175,5.96491228070175,0,5.96491228070175,18.2456140350877,2.10526315789474,254","Lloyds Art Group,131;Lloyds Art Group,622;Ministry Of Culture,91;Gibraltar Cultural Services,54"
20201014083000,"3.64346128822381,6.24593363695511,2.60247234873129,8.8484059856864,23.5523747560182,1.69160702667534,1371","Lloyds Banking Group,9305;Banking Ltd,7933;Financial Conduct Authority,9182;Barclays,9278;Competition Markets Authority,7981"
20201014084500,"-0.275103163686382,2.88858321870702,3.1636863823934,6.05226960110041,26.5474552957359,1.23796423658872,672","Morgan Stanley,3766;Sterling,14;Sterling,408;Sterling,1924;Sterling,2281;Sterling,2424;Sterling,3900;Danske Bank,2668;International Money Transfer Provider Of The Year,3233;Lloyds Bank,2862"
20201015111500,"-1.50375939849624,0.37593984962406,1.8796992481203,2.25563909774436,20.3007518796992,0,230","Pension Insurance Corporation,188;Pension Insurance Corporation,669;Financial Conduct Authority,514;Lloyds Bank,1022;United States,91;United States,1366;United States,1467;United States,1536;United States,1677"
20201014131500,"0.902061855670103,1.93298969072165,1.03092783505155,2.9639175257732,27.8350515463918,1.67525773195876,679","Loading Technology,2490;Service Research,4788;Lloyds Steels Industries,2609;Market Research,56;Market Research,2668;Market Research,2819;Market Research,4181;Market Research,4834;Research Newswire,5206;Market Research Operations,4845;Online Panel Services,4869;Cosco,2498;Head Of Business Development,4927"
20201014121500,"-2.93706293706294,1.3986013986014,4.33566433566433,5.73426573426573,17.9895104895105,0.0699300699300699,4873","Easyjet,30458;Marks Spencer,7920;Marks Spencer,9116;Marks Spencer,27291;Marks Spencer,28234;Pret A Manger,27051;Pret A Manger,28896;Debenhams,3800;Debenhams,27485;Debenhams,30399;Debenhams,31288;Burger King,28773;River Island,27364;Airbus,29183;Lloyds Bank,26905;Mcdonald,5446;Pizza Hut,26938;Tesco,7521;Tesco,8303;Tesco,8311;Tesco,9746;Office Of National Statistics,23939;Ocado,6795;Ocado,7202;Ocado,7843;Ocado,8186;Ocado,9063;Ocado,9543;Selfridges,28046;Restaurant Group,29965;Topshop,29086;Smiths Group,29255;Royal Mail,29301;Eurostar,28648;Intercontinental Hotels,27442;Office For National Statistics,24418;Office For National Statistics,25169;M Co,27636;Ryanair,30999;International Monetary Fund,21043;Morrisons,8205;Aer Lingus,29510;Waitrose,8031;Waitrose,9415;Waitrose,26811;British Airways,31133;Johnson Matthey,29854;Alexander Dennis,27221;Azzurri Group,28279;Burberry,28389;Dining Group,28951;Morrison,9661;Pizza Express,27781;Yougov,11810;Yougov,13565;Yougov,13827;Yougov,14460;Yougov,14770;Yougov,14917;Yougov,19283;Centrica,29890;Harrods,29117;Victoria Secret,30184;Natwest,27395;Ovo Energy,30693;Bombardier,27255;Bombardier,29815"
20201014121500,"0.902061855670103,1.93298969072165,1.03092783505155,2.9639175257732,27.8350515463918,1.67525773195876,679","Loading Technology,2490;Service Research,4788;Lloyds Steels Industries,2609;Market Research,56;Market Research,2668;Market Research,2819;Market Research,4181;Market Research,4834;Research Newswire,5206;Market Research Operations,4845;Online Panel Services,4869;Cosco,2498;Head Of Business Development,4927"
20201014124500,"0.902061855670103,1.93298969072165,1.03092783505155,2.9639175257732,27.8350515463918,1.67525773195876,679","Loading Technology,2490;Service Research,4788;Lloyds Steels Industries,2609;Market Research,56;Market Research,2668;Market Research,2819;Market Research,4181;Market Research,4834;Research Newswire,5206;Market Research Operations,4845;Online Panel Services,4869;Cosco,2498;Head Of Business Development,4927"
20201015170000,"3.64963503649635,3.64963503649635,0,3.64963503649635,30.6569343065693,2.18978102189781,107","Linkedin,83;Foley,10;Foley,253;Facebook,72;Lloyds Banking Group,302"
20201012144500,"0,1.60427807486631,1.60427807486631,3.20855614973262,16.0427807486631,2.67379679144385,170","Lloyds Banking Group,404;Reuters,1143;Royal Bank,365;United States,719"
20201012131500,"-3.52112676056338,0,3.52112676056338,3.52112676056338,33.0985915492958,4.22535211267606,128","Thames Valley Police,344;Lloyds Bank,154"
20201012134500,"-3.52112676056338,0,3.52112676056338,3.52112676056338,33.0985915492958,4.22535211267606,128","Thames Valley Police,344;Lloyds Bank,154"
20201012134500,"0.76530612244898,1.37755102040816,0.612244897959184,1.98979591836735,22.6020408163265,0,1498","Group Investor Relations,991;Lloyds Banking Group Sharesave Scheme,348;Lloyds Banking Group Sharesave Scheme,2192;Lloyds Banking Group Sharesave Scheme,4124;Lloyds Banking Group Sharesave Scheme,5380;Lloyds Banking Group Sharesave Scheme,8500;Lloyds Banking Group Sharesave Scheme,9744;Lloyds Banking Group,26;Lloyds Banking Group,331;Lloyds Banking Group,1706;Lloyds Banking Group,2175;Lloyds Banking Group,2911;Lloyds Banking Group,3638;Lloyds Banking Group,4107;Lloyds Banking Group,4894;Lloyds Banking Group,5363;Lloyds Banking Group,6099;Lloyds Banking Group,6826;Lloyds Banking Group,7277;Lloyds Banking Group,8014;Lloyds Banking Group,8483;Lloyds Banking Group,9258;Lloyds Banking Group,9727;Lloyds Banking Group,10463;Lloyds Banking Group,11184;Lloyds Banking Group,11635;Lloyds Banking Group,12368;Lloyds Banking Group,12819;Lloyds Banking Group Share Incentive Plan,2932;Lloyds Banking Group Share Incentive Plan,6120;Lloyds Banking Group Share Incentive Plan,7298;Lloyds Banking Group Share Incentive Plan,10484;Lloyds Banking Group Share Incentive Plan,11656;Lloyds Banking Group Share Incentive Plan,12840;Group Corporate Affairs,1054;Group Corporate Affairs,12147;Group Share Incentive Plan,830;Group Share Incentive Plan,2932;Group Share Incentive Plan,6120;Group Share Incentive Plan,7298;Group Share Incentive Plan,10484;Group Share Incentive Plan,11656;Group Share Incentive Plan,12840;Monthly Partnership,646"
20201015141500,"-0.62753036437247,1.74089068825911,2.36842105263158,4.10931174089069,15.2226720647773,0,3163","Canary Wharf Group Investments Holdings,4662;Canary Wharf Group,1390;Canary Wharf Group,1709;Canary Wharf Group,1741;Canary Wharf Group,4604;Canary Wharf Group,4641;Canary Wharf Group,4966;Canary Wharf Group,6709;Canary Wharf Group,15106;Cw Lending Ii Limited The Borrower,2077;Lloyds Bank,25536;Registrar Of Companies,14606;Canary Wharf Group Investing Holdings,15125"
20201015141500,"-0.614754098360656,2.66393442622951,3.27868852459016,5.94262295081967,31.7622950819672,1.84426229508197,465","Express,1890;Express,2564;Lloyds Banking Group,285"
20201015144500,"1.00250626566416,3.50877192982456,2.5062656641604,6.01503759398496,25.6892230576441,3.7593984962406,732","Instagram,2312;Facebook,2338;Lloyds Bank National Business,4290;United States,1293"
20201013161500,"0,1.19402985074627,1.19402985074627,2.38805970149254,18.6567164179104,0,581","Paribas Goldman Sachs Co,823;Citigroup Global Markets,853;Financial Services,2677;Lloyds Bank Corporate,1018;Investment Bank,982;United States,130;United States,3850;United States,3933;United States,4002;United States,4121;Rolls Royce Plc,213;Rolls Royce Plc,616;Natwest Markets Plc Skandinaviska Enskilda Banken,1158;Merrill Lynch International Mizuho International,1079;Commission Delegated Regulation,514;Nikko Capital Markets Limited Soci,1206;Rolls Royce,11;Rolls Royce,209;Rolls Royce,612;Standard Chartered Bank,1267;Banco Santander,885"
20201013170000,"-3.02547770700637,1.59235668789809,4.61783439490446,6.21019108280255,19.2675159235669,0.796178343949045,583","Tesco,1844;Tesco,3125;Morrisons,1856;Experian,3094;British Land,3235;Scottish Mortgage Investment,3029;French Connection,2039;Lloyds Group,3273;Dow Jones,1667;Office For National Statistics,240"
20201013171500,"-2.8391167192429,1.73501577287066,4.57413249211356,6.30914826498423,19.4006309148265,0.788643533123028,583","Tesco,1844;Tesco,3125;Morrisons,1856;Experian,3094;British Land,3235;Scottish Mortgage Investment,3029;French Connection,2039;Lloyds Group,3273;Dow Jones,1667;Office For National Statistics,240"
20201015124500,"-1.90274841437632,2.04369274136716,3.94644115574348,5.99013389711064,25.2290345313601,1.8322762508809,1296","Louisiana Museum Of Modern Art,8363;Centre Point,4285;Lloyds Bank,787"
20201015093000,"-3.27868852459016,1.31147540983607,4.59016393442623,5.9016393442623,26.2295081967213,0,290","Lloyds Banking Group,273;Deloitte,828"
20201015100000,"2.77777777777778,4.01234567901235,1.23456790123457,5.24691358024691,24.0740740740741,2.16049382716049,305","Lloyds Bank Channel,843;Brooks Macdonald Group,432;Linkedin,2008;Facebook,1997"
20201014180000,"-5.17191563132043,2.51372435712222,7.68563998844265,10.1993643455649,20.9188095926033,0.0866801502455938,3038","Aetna Inc,9778;Smithsonian,8036;Georgetown University,4184;Georgetown University,10329;Lloyds Tsb,9822;University Of Virginia,4465;University Of Virginia,10179;University Of Virginia,10453;Citizen Bank,3856;Lehman Brothers Holdings Inc,9766;York Stock Exchange,10012;White House,7940;Orleans Canal Banking Company,3905;Campaign For Reparations Stands,16265;Regents Of The University Of California,20483;United States,419;United States,1726;United States,4199;United States,4615;United States,4967;United States,6405;United States,6542;United States,7888;United States,7955;United States,8965;United States,9250;United States,10027;United States,10344;United States,13921;United States,14267;United States,14793;United States,19564;Reuters,16951;Supreme Court,11512;California Assembly,20404;Indian Claims Commission,14345;New York Stock Exchange,10012;York Life Insurance Co,9807;Housing Administration,12042;Jp Morgan Chase,3797"
20201014164500,"-1.61812297734628,1.88781014023732,3.5059331175836,5.39374325782093,26.6450916936354,0.431499460625674,1749","International Workplace Group,4492;British Contract Furnishing Association,966;Virtual Private Network,5214;Virtual Private Network,5511;Ibm,9135;Facebook,9054;Lloyds Banking Group,8858;Office For National Statistics,6912"
20201015021500,"-4.00434369485544,1.73747794217456,5.74182163703,7.47929957920456,20.4289398669743,0.529387810506312,6420","Easyjet,30845;Marks Spencer,27679;Marks Spencer,28622;Pret A Manger,27439;Pret A Manger,29284;Debenhams,27873;Debenhams,30786;Debenhams,31675;Burger King,29161;River Island,27752;British Beer Pub Association,15705;British Beer Pub Association,17655;Airbus,29571;Lloyds Bank,27293;Pizza Hut,27326;Office Of National Statistics,24075;Confederation Of British Industry,35433;Selfridges,28434;Restaurant Group,30352;Topshop,29474;Smiths Group,29643;Royal Mail,29688;Eurostar,29036;Intercontinental Hotels,27830;Institute Of Directors,34874;Office For National Statistics,24554;Office For National Statistics,25305;Office For National Statistics,32126;M Co,28024;Ryanair,31386;International Monetary Fund,37382;International Monetary Fund,39319;Aer Lingus,29897;Waitrose,27199;Pub Association,15465;Pub Association,15705;Pub Association,17415;Pub Association,17655;British Airways,31520;Johnson Matthey,30241;Alexander Dennis,27609;Azzurri Group,28667;Greene King,26860;Health Services,8920;Health Services,22582;Burberry,28777;Dining Group,29339;Pizza Express,28169;Shell,27018;Yougov,642;Yougov,7875;Yougov,10932;Yougov,11551;Yougov,13282;Yougov,13810;Yougov,13957;Yougov,19749;Yougov,21477;Yougov,22290;Centrica,30277;Harrods,29505;Victoria Secret,30571;Natwest,27783;Ovo Energy,31080;Bombardier,27643;Bombardier,30202;Joseph Rowntree Foundation,36875"
20201014233000,"2.32558139534884,3.39892665474061,1.07334525939177,4.47227191413238,26.2075134168157,1.52057245080501,984","Metro Bank,5567;Jn Bank,182;Jn Bank,657;Jn Bank,674;Jn Bank,1757;Jn Bank,1839;Jn Bank,1897;Jn Bank,1947;Jn Bank,2601;Jn Bank,2759;Jn Bank,2915;Monument Bank,362;Monument Bank,3210;Monument Bank,3233;Monument Bank,4066;Monument Bank,4108;Prudential Regulation Authority,4842;Financial Conduct Authority,4800;Jn Group,1778;Lloyds Banking Group,5183;Financial Services Compensation Scheme,4714;Lloyds Bank,5214"
20201020094500,"-0.334448160535117,2.50836120401338,2.84280936454849,5.35117056856187,26.7558528428094,1.33779264214047,539","Merrill Lynch,1692;Lloyds Banking Group,347;Deutsche Bank,1676"
20201016100000,"-1.5748031496063,3.1496062992126,4.7244094488189,7.8740157480315,28.6089238845144,2.75590551181102,709","Royal Dutch Shell,2949;Lloyds Banking Group,2877;Tesla Motors,3098;Barclays,2854"
20201016113000,"2.13333333333333,3.11111111111111,0.977777777777778,4.08888888888889,19.3777777777778,0.444444444444444,1022","Lloyds Bank,939;Lloyds Bank,989;Lloyds Bank,1055;Lloyds Bank,1774;Coventry Building Society,971;Coventry Building Society,1480;Coventry Building Society,2326;Coventry Building Society,2690;Tipton Coseley Building Society,3779;Tipton Coseley Building Society,5894"
